PoS-word	#labels	#instances	most common label	#	label	#	label	#	label	#	label	#	label	#	label	#	label	#	label	#	label	#	label	#
VBG-avoiding	1	1	change	1																				
VBD-fixeded	1	1	change	1																				
VBD-cancelled	1	1	change	1																				
VBG-splitting	1	1	change	1																				
VB-tan	1	1	body	1																				
VB-smoke	1	1	body	1																				
VBD-styled	1	1	body	1																				
VBD-smoked	1	1	body	1																				
VBD-vomited	1	1	body	1																				
VB-wear	1	1	body	1																				
NN-gene	1	1	body	1																				
VBN-colored	1	1	body	1																				
JJ-male	1	1	body	1																				
VB-sweat	1	1	body	1																				
NN-tummy	1	1	body	1																				
VB-cry	1	1	body	1																				
NN-valve	1	1	body	1																				
NN-face	1	1	body	1																				
NNS-eyebrows	1	1	body	1																				
VBD-cried	1	1	body	1																				
VBD-slept	1	1	body	1																				
RB-deep	1	1	body	1																				
VBG-growing	1	1	body	1																				
VBN-fused	1	1	body	1																				
VBP-wash	1	1	body	1																				
VB-shower	1	1	body	1																				
VBN-passed	1	1	body	1																				
VBD-killed	1	1	body	1																				
NNS-cuticles	1	1	body	1																				
VBN-straightened	1	1	body	1																				
VBN-cut	1	1	body	1																				
VBP-slept	1	1	body	1																				
NN-wisdom	1	1	body	1																				
NNS-fingers	1	1	body	1																				
VB-blow	1	1	body	1																				
NN-blood	1	1	body	1																				
NNS-mouths	1	1	body	1																				
NN-root	1	1	body	1																				
NN-soul	1	1	attribute	1																				
NN-friendliness	1	1	attribute	1																				
NN-disgrace	1	1	attribute	1																				
NN-appearance	1	1	attribute	1																				
NN-freshness	1	1	attribute	1																				
NN-grandeur	1	1	attribute	1																				
NN-responsiveness	1	1	attribute	1																				
NN-mood	1	1	attribute	1																				
NN-neon	1	1	attribute	1																				
NN-unprofessionalism	1	1	attribute	1																				
NNS-finishes	1	1	attribute	1																				
NN-kindness	1	1	attribute	1																				
NN-guality	1	1	attribute	1																				
NN-spice	1	1	attribute	1																				
NN-vibe	1	1	attribute	1																				
NN-updo	1	1	attribute	1																				
NN-appreciation	1	1	attribute	1																				
NN-preparedness	1	1	attribute	1																				
NN-memory	1	1	attribute	1																				
NN-leakage	1	1	attribute	1																				
NN-texture	1	1	attribute	1																				
NN-access	1	1	attribute	1																				
NN-patience	1	1	attribute	1																				
NN-speed	1	1	attribute	1																				
NN-fuel	1	1	attribute	1																				
NN-welfare	1	1	attribute	1																				
NN-furnishing	1	1	attribute	1																				
NN-unwillingness	1	1	attribute	1																				
NNP-dos	1	1	attribute	1																				
NN-courtesy	1	1	attribute	1																				
NN-ambiance	1	1	attribute	1																				
NN-brown	1	1	attribute	1																				
NN-goodness	1	1	attribute	1																				
NNS-hairstyles	1	1	attribute	1																				
NN-seating	1	1	attribute	1																				
NN-prestige	1	1	attribute	1																				
NN-premium	1	1	attribute	1																				
NN-temperment	1	1	attribute	1																				
NN-organisation	1	1	attribute	1																				
NN-semi-sketchiness	1	1	attribute	1																				
NN-ambience	1	1	attribute	1																				
NN-asset	1	1	attribute	1																				
NN-monotony	1	1	attribute	1																				
NN-layout	1	1	attribute	1																				
NN-love	1	1	attribute	1																				
NN-deliciousness	1	1	attribute	1																				
NNS-stairs	1	1	artifact	1																				
NN-silverware	1	1	artifact	1																				
NN-gel	1	1	artifact	1																				
NNP-thumpstar	1	1	artifact	1																				
NN-bass	1	1	artifact	1																				
NNS-pickups	1	1	artifact	1																				
CD-2001	1	1	artifact	1																				
NNS-envelopes	1	1	artifact	1																				
NN-condominium	1	1	artifact	1																				
NN-dump	1	1	artifact	1																				
NNP-oblivion	1	1	artifact	1																				
NN-canister	1	1	artifact	1																				
NNS-utensils	1	1	artifact	1																				
NNS-beds	1	1	artifact	1																				
NNP-biometrics	1	1	artifact	1																				
NN-shoe	1	1	artifact	1																				
NN-refrigerator	1	1	artifact	1																				
NNS-backs	1	1	artifact	1																				
NN-tow	1	1	artifact	1																				
NN-steering	1	1	artifact	1																				
NNP-plumbing	1	1	artifact	1																				
NN-manifold	1	1	artifact	1																				
NN-peddle	1	1	artifact	1																				
NN-battery	1	1	artifact	1																				
NN-ramp	1	1	artifact	1																				
NN-alarm	1	1	artifact	1																				
NNS-courses	1	1	artifact	1																				
NN-simulator	1	1	artifact	1																				
NNS-belongings	1	1	artifact	1																				
NNS-pics	1	1	artifact	1																				
NNS-candles	1	1	artifact	1																				
NNS-wheels	1	1	artifact	1																				
NN-sign	1	1	artifact	1																				
NNS-jeans	1	1	artifact	1																				
NN-cover	1	1	artifact	1																				
NNS-dryers	1	1	artifact	1																				
NN-g	1	1	artifact	1																				
NN-garbage	1	1	artifact	1																				
NN-towel	1	1	artifact	1																				
NN-plumbing	1	1	artifact	1																				
NN-graphic	1	1	artifact	1																				
NNS-condos	1	1	artifact	1																				
NNS-crafts	1	1	artifact	1																				
NNS-computers	1	1	artifact	1																				
NNS-backpacks	1	1	artifact	1																				
NN-stove	1	1	artifact	1																				
JJ-double	1	1	artifact	1																				
NN-fridge	1	1	artifact	1																				
NN-bath	1	1	artifact	1																				
NNS-knifings	1	1	artifact	1																				
NN-patio	1	1	artifact	1																				
NNS-gates	1	1	artifact	1																				
NNS-papers	1	1	artifact	1																				
NNP-mini	1	1	artifact	1																				
NN-jacket	1	1	artifact	1																				
NNS-arrangements	1	1	artifact	1																				
NN-poster	1	1	artifact	1																				
NN-limousine	1	1	artifact	1																				
NN-stall	1	1	artifact	1																				
NNS-attractions	1	1	artifact	1																				
NN-blower	1	1	artifact	1																				
CD-'07	1	1	artifact	1																				
NN-garden	1	1	artifact	1																				
NN-seal	1	1	artifact	1																				
NNS-spirits	1	1	artifact	1																				
NNS-drugs	1	1	artifact	1																				
NN-lodge	1	1	artifact	1																				
NNP-cruze	1	1	artifact	1																				
NN-keep	1	1	artifact	1																				
NN-camera	1	1	artifact	1																				
NNS-tissues	1	1	artifact	1																				
NNS-plugs	1	1	artifact	1																				
NN-artwork	1	1	artifact	1																				
NN-windsheild	1	1	artifact	1																				
NNS-gears	1	1	artifact	1																				
NN-oven	1	1	artifact	1																				
NN-dent	1	1	artifact	1																				
NN-hose	1	1	artifact	1																				
NN-cowboy	1	1	artifact	1																				
NN-screw	1	1	artifact	1																				
NN-dancewear	1	1	artifact	1																				
NN-sofa	1	1	artifact	1																				
NN-pod	1	1	artifact	1																				
NNS-belts	1	1	artifact	1																				
NN-pos	1	1	artifact	1																				
NNS-rides	1	1	artifact	1																				
NNS-accessories	1	1	artifact	1																				
NNS-cellphones	1	1	artifact	1																				
NN-bowel	1	1	artifact	1																				
NNS-bathrooms	1	1	artifact	1																				
NN-drum	1	1	artifact	1																				
NN-bodice	1	1	artifact	1																				
NN-windscreen	1	1	artifact	1																				
NN-tank	1	1	artifact	1																				
NN-iphone	1	1	artifact	1																				
NNS-sculptures	1	1	artifact	1																				
NNS-peddles	1	1	artifact	1																				
NNP-grizzly	1	1	artifact	1																				
NN-couch	1	1	artifact	1																				
NN-wall	1	1	artifact	1																				
NN-furnace	1	1	artifact	1																				
NN-ball	1	1	artifact	1																				
NN-porch	1	1	artifact	1																				
NN-radio	1	1	artifact	1																				
NNP-air	1	1	artifact	1																				
NN-thinset	1	1	artifact	1																				
NN-jewelry	1	1	artifact	1																				
NNS-packages	1	1	artifact	1																				
